id,word,sum_log_prob,sum_original_metrics_nae,sum_projected_metrics_nae,sum_stack_count
1.1,If,-1.671004295349121,6.392679214477539,6.224571228027344,3.000000000000000
1.2,you,-2.709590911865234,5.321869850158691,5.160393238067627,6.000000000000000
1.3,were,-3.601009130477905,4.775041580200195,4.111737251281738,8.000000000000000
1.4,to,-0.004784326534718,4.977463722229004,4.371938705444337,11.000000000000000
1.5,journey,-13.464029312133787,4.508372783660889,5.029174804687500,13.000000000000000
1.6,to,-0.298337697982788,4.406511306762695,4.208578586578368,15.000000000000000
1.7,the,-1.169721961021423,4.763355255126953,4.682816505432129,18.000000000000000
1.8,North,-5.982537746429442,4.110998630523682,4.770671844482422,19.000000000000000
1.9,of,-0.744947075843811,3.329578638076782,3.037605047225952,20.000000000000000
1.10,"England ,",-3.944612897932530,9.827228546142580,9.881421804428101,26.000000000000000
1.11,you,-0.668719708919525,5.824954986572267,5.524535655975342,6.000000000000000
1.12,would,-1.509548664093018,5.393368721008301,5.481529712677002,8.000000000000000
1.13,come,-6.084591865539551,4.963810443878174,5.112236499786377,10.000000000000000
1.14,to,-0.606174051761627,4.487545490264893,4.229603290557861,12.000000000000000
1.15,a,-1.610625982284546,4.656326770782472,4.679954051971436,15.000000000000000
1.16,valley,-9.473743438720703,4.811300277709961,5.385845661163330,16.000000000000000
1.17,that,-0.052461601793766,5.348246097564697,5.189549446105957,18.000000000000000
1.18,is,-2.573304176330566,2.999018669128418,3.164218187332153,21.000000000000000
1.19,surrounded,-4.617378052964341,8.172341108322144,8.777073383331299,23.000000000000000
1.20,by,-0.077238090336323,4.536294460296631,4.443300247192383,25.000000000000000
1.21,moors,-13.996016502380373,12.617537975311279,13.616662025451660,28.000000000000000
1.22,as,-5.241952896118164,4.562782287597656,4.984329700469972,30.000000000000000
1.23,high,-4.872562408447267,3.781116008758545,3.641257762908936,31.000000000000000
1.24,as,-0.015039272606373,4.079297542572021,3.927005290985107,33.000000000000000
1.25,mountains .,-9.494348837994039,13.703046321868896,13.465568065643311,44.000000000000000
1.26,It,-3.523702144622803,6.081032276153564,6.813458919525146,3.000000000000000
1.27,is,-1.846124768257141,5.682581901550293,6.039232254028320,5.000000000000000
1.28,in,-1.134425759315491,3.715079545974731,3.561123847961426,7.000000000000000
1.29,this,-3.698612689971924,4.133793830871582,4.448599338531494,10.000000000000000
1.30,valley,-7.003146171569824,3.642751693725586,3.994593381881714,11.000000000000000
1.31,where,-0.000167239364600,9.770296096801758,10.626210212707520,13.000000000000000
1.32,you,-5.451783180236816,4.405232429504395,4.549004554748535,16.000000000000000
1.33,would,-4.814712047576903,3.892591953277588,3.937635898590088,18.000000000000000
1.34,find,-2.731978893280029,4.456372261047363,4.648067474365233,20.000000000000000
1.35,the,-2.113465785980225,4.231305599212647,4.465331554412842,23.000000000000000
1.36,city,-5.832517623901367,4.023766040802002,4.615523815155028,24.000000000000000
1.37,of,-0.110070466995239,4.330151081085205,4.255333423614502,25.000000000000000
1.38,"Bradford ,",-14.539707660675049,8.800120830535889,9.499866962432861,50.000000000000000
1.39,where,-0.056331250576477,9.269236564636230,10.153187274932860,26.000000000000000
1.40,once,-3.155606985092163,4.368643760681151,4.565197467803955,29.000000000000000
1.41,a,-1.274622321128845,4.483164787292480,4.627630233764648,32.000000000000000
1.42,thousand,-7.955758094787598,4.434839725494385,4.483400821685791,33.000000000000000
1.43,spinning,-12.962842941284180,4.884467124938965,4.863474845886231,34.000000000000000
1.44,jennies,-23.921959079802040,14.535139083862305,16.550639152526855,35.000000000000000
1.45,that,-3.637284040451050,5.158345222473145,5.125672340393066,35.000000000000000
1.46,hummed,-11.314509456977248,5.982316970825195,6.463643789291383,39.000000000000000
1.47,and,-0.299182385206222,4.916330337524414,4.915686607360840,40.000000000000000
1.48,clattered,-12.539421348832548,14.216940641403198,15.394283771514893,42.000000000000000
1.49,spun,-10.545351028442383,6.675690650939941,7.121496677398683,33.000000000000000
1.50,wool,-10.262510776519775,7.643945693969727,8.349543571472168,35.000000000000000
1.51,into,-1.293063640594482,4.192283630371094,4.264064788818358,37.000000000000000
1.52,money,-8.017156600952147,3.973767280578613,4.395629405975342,39.000000000000000
1.53,for,-1.535138010978699,4.563983917236328,4.979791641235352,39.000000000000000
1.54,the,-2.897558212280273,4.502306938171387,4.724295139312744,41.000000000000000
1.55,long-bearded,-18.708386100828648,20.716077327728268,21.934535980224609,42.000000000000000
1.56,mill,-9.541057586669922,4.934199810028076,5.124275207519531,43.000000000000000
1.57,owners .,-5.326981377758784,12.898083209991455,13.124505996704102,50.000000000000000
1.58,That,-5.747108459472656,6.393181800842285,6.055105209350586,4.000000000000000
1.59,all,-5.468037128448486,5.509867191314697,5.829222679138184,7.000000000000000
1.60,mill,-11.591630935668945,5.084970951080322,5.273271560668945,8.000000000000000
1.61,owners,-2.526312828063965,4.645022869110107,4.208298683166504,9.000000000000000
1.62,were,-3.153872489929199,4.214876174926759,3.698925971984863,9.000000000000000
1.63,generally,-9.496500294655560,10.872104167938232,11.178692817687988,12.000000000000000
