id,word,sum_log_prob,sum_original_metrics_nae,sum_projected_metrics_nae,sum_stack_count
1.1,If,-1.720236778259277,5.277628421783447,4.993041992187500,3.000000000000000
1.2,you,-2.655662536621094,5.580088615417480,5.650490760803223,6.000000000000000
1.3,were,-3.650220155715942,5.368182659149170,5.182025909423828,7.000000000000000
1.4,to,-0.007741094566882,4.998420715332031,5.011468410491943,10.000000000000000
1.5,journey,-11.844308853149414,4.886133193969727,4.640276908874512,12.000000000000000
1.6,to,-0.693701684474945,4.556577682495117,4.687603473663330,14.000000000000000
1.7,the,-1.164368391036987,4.728672504425049,4.873356819152832,17.000000000000000
1.8,North,-6.141366004943848,4.418449401855469,5.212492465972900,18.000000000000000
1.9,of,-0.046013914048672,3.543796539306641,3.646226167678833,18.000000000000000
1.10,"England ,",-5.031146667897700,8.495692729949951,9.072376728057861,23.000000000000000
1.11,you,-0.508109152317047,4.891058921813965,5.175224781036377,5.000000000000000
1.12,would,-0.994582235813141,3.585030794143677,3.576077938079834,6.000000000000000
1.13,come,-6.413516521453857,4.391281127929688,4.383158683776856,8.000000000000000
1.14,to,-0.438664048910141,4.311124801635741,4.476114273071289,10.000000000000000
1.15,a,-2.103044033050537,3.905987024307251,3.814850568771361,13.000000000000000
1.16,valley,-8.279780387878418,4.065468311309815,4.895956993103027,14.000000000000000
1.17,that,-0.093306235969067,3.412138223648072,3.316001415252685,15.000000000000000
1.18,is,-1.931859731674194,3.836514949798584,3.876537322998047,17.000000000000000
1.19,surrounded,-3.920215001169709,6.096688747406006,6.089431047439575,19.000000000000000
1.20,by,-0.084780141711235,4.067804813385010,4.059086322784424,21.000000000000000
1.21,moors,-13.624086856842039,11.541391849517822,12.670277833938599,24.000000000000000
1.22,as,-5.275637626647949,5.041922569274902,5.340476036071777,25.000000000000000
1.23,high,-3.592698097229004,2.720795154571533,2.758065700531006,26.000000000000000
1.24,as,-0.024188876152039,3.821498632431030,3.754836082458496,28.000000000000000
1.25,mountains .,-10.821365475421771,10.702766895294189,10.916097640991211,36.000000000000000
1.26,It,-3.498625755310059,6.615869522094727,6.538158893585205,3.000000000000000
1.27,is,-1.862420916557312,4.589753627777100,4.639248371124268,4.000000000000000
1.28,in,-1.336564898490906,3.703769207000733,3.572675466537476,6.000000000000000
1.29,this,-3.357835769653320,5.043165206909180,5.039800167083740,9.000000000000000
1.30,valley,-7.319761276245117,4.560360431671143,5.279423236846924,10.000000000000000
1.31,where,-0.000701682380168,5.651311159133911,5.403630852699280,11.000000000000000
1.32,you,-6.096843719482423,5.211546897888184,5.597838878631592,13.000000000000000
1.33,would,-4.484699249267578,4.245983600616455,4.111161231994629,14.000000000000000
1.34,find,-2.946373224258423,5.200297355651856,5.031384944915772,16.000000000000000
1.35,the,-2.509869098663330,4.419546127319336,4.468808174133301,19.000000000000000
1.36,city,-7.162028312683105,5.405239582061768,5.742506980895996,20.000000000000000
1.37,of,-0.131535813212395,3.779036521911621,4.031521797180177,20.000000000000000
1.38,"Bradford ,",-14.484191417694092,7.786276578903198,8.285163164138794,40.000000000000000
1.39,where,-0.461614370263305,4.413450360298158,4.215040206909181,21.000000000000000
1.40,once,-2.960904836654663,4.053319931030273,4.169449806213379,23.000000000000000
1.41,a,-1.671219706535339,4.312241077423097,4.256673812866212,25.000000000000000
1.42,thousand,-6.824041366577148,5.973595142364503,5.969735622406006,26.000000000000000
1.43,spinning,-13.408422470092773,5.090987682342528,5.516462802886963,27.000000000000000
1.44,jennies,-22.990408927202225,14.345723628997805,16.030225753784180,28.000000000000000
1.45,that,-2.793276071548462,3.212062835693360,3.117268800735474,27.000000000000000
1.46,hummed,-12.687549352645874,6.227650403976440,6.305586338043213,30.000000000000000
1.47,and,-0.307509064674377,5.362347126007080,5.222148895263672,30.000000000000000
1.48,clattered,-12.082387699745595,11.372069597244264,11.889415502548218,32.000000000000000
1.49,spun,-9.861943721771240,5.983669281005858,6.341157436370850,25.000000000000000
1.50,wool,-10.083555698394775,5.920716404914856,6.714713454246521,27.000000000000000
1.51,into,-2.153478145599365,3.950370073318481,4.091282844543457,28.000000000000000
1.52,money,-7.822414398193358,4.082708835601807,4.532669067382812,30.000000000000000
1.53,for,-1.516466259956360,3.802892208099365,3.803781270980835,29.000000000000000
1.54,the,-2.676908016204834,3.814600467681885,3.742082595825195,31.000000000000000
1.55,long-bearded,-20.273956838995218,21.662910461425781,22.516828060150146,32.000000000000000
1.56,mill,-8.699331283569336,5.165133476257324,5.642263412475586,33.000000000000000
1.57,owners .,-4.096969315403840,10.167299747467041,10.229566097259521,38.000000000000000
1.58,That,-5.696020126342773,5.213600635528564,4.590417385101318,4.000000000000000
1.59,all,-5.286896705627441,5.629865646362305,5.903684139251709,7.000000000000000
1.60,mill,-12.283215522766113,5.585424900054932,6.326151847839356,8.000000000000000
1.61,owners,-1.435574769973755,5.444933414459229,5.660901069641112,9.000000000000000
1.62,were,-2.939867258071899,5.103471279144287,5.261918067932129,8.000000000000000
1.63,generally,-9.476641233079137,10.313918113708496,10.873447418212891,11.000000000000000
1.64,busy,-6.933337211608888,5.192678451538086,5.451334476470947,12.000000000000000
1.65,as,-5.629170894622803,4.991057872772217,5.014064311981201,14.000000000000000
1.66,beavers,-13.879646301269533,10.109162807464600,10.596634864807127,16.000000000000000
1.67,and,-2.574922084808350,5.110144138336182,5.150827884674072,11.000000000000000
1.68,quite,-6.972888946533202,5.524494171142578,5.563612461090088,14.000000000000000
1.69,pleased,-4.208804539637640,8.139431238174437,8.341857671737671,15.000000000000000
1.70,with,-0.314089745283127,4.416395187377930,4.330333709716797,17.000000000000000
1.71,themselves,-6.898375988006593,4.929372787475586,5.014200687408447,19.000000000000000
1.72,for,-2.846014022827148,4.454508781433105,4.409172058105469,15.000000000000000
1.73,being,-2.317632198333740,4.937137603759767,5.023650169372559,18.000000000000000
1.74,so,-3.671381950378418,4.262122154235840,4.210926055908203,21.000000000000000
